label,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
glute_bridge_up,1068.9678,287.68985,8.809014,1091.6328,308.01544,-32.796837,1091.921,313.24564,-32.87726,1092.2158,319.04648,-33.068882,1090.8279,301.6865,28.61496,1090.7075,302.51147,28.692625,1090.8799,303.49213,28.478039,1077.325,355.222,-121.3396,1078.85,336.68823,154.07166,1042.2092,300.63876,-15.404985,1043.8136,292.26144,64.43192,948.1798,408.4205,-265.2289,922.93365,314.82526,329.20935,736.03076,467.17474,-289.43866,737.14343,347.3536,427.3694,532.63403,483.64462,-262.9352,607.9818,320.17215,369.93045,466.46182,511.5539,-308.1245,562.34845,313.4085,371.6374,464.30753,490.4335,-302.092,561.5552,317.58044,313.3349,484.6071,476.95496,-254.63387,573.913,322.5427,341.4286,550.8674,285.73056,-192.01022,572.22314,208.28462,191.74971,249.97972,109.90407,-373.37158,276.4488,76.043076,107.37415,243.52014,389.38336,-34.17311,271.61005,329.18872,395.13538,268.51566,442.06165,-1.2143172,308.28854,376.748,422.73602,91.94176,437.58463,-11.666086,121.403656,397.6413,401.8686
glute_bridge_up,221.74236,323.7754,68.02728,201.39456,337.24503,87.64371,201.2148,339.82092,87.54523,201.10907,342.8413,87.501,201.09697,338.34732,32.45929,200.45709,341.63525,32.459972,199.7307,345.54742,32.32631,213.85399,371.71188,200.27701,210.4409,375.62698,-48.47187,244.43448,331.2371,117.036446,244.56894,333.35858,45.780575,339.27692,371.99908,346.36084,326.31894,415.1405,-208.82613,499.86124,387.65338,423.77493,509.19995,432.9606,-287.33224,660.5677,412.38306,383.95605,679.46985,442.89868,-323.68466,703.7746,417.8567,389.2538,728.8325,453.72025,-364.69797,710.6227,418.01352,343.4124,734.2064,447.50302,-356.6582,693.26843,416.6641,360.75073,714.995,440.91495,-316.13434,619.18604,252.70142,177.56268,625.33105,263.75635,-177.35384,881.2648,143.48979,108.26889,900.6476,129.0755,-298.67853,892.27185,391.27554,318.0896,898.6425,399.50198,-76.792274,877.05914,420.86157,339.1385,886.6737,431.2521,-50.210953,984.7376,437.67862,352.642,1005.5063,445.51132,-23.02805
glute_bridge_up,385.44803,125.62545,45.607662,393.45798,130.78734,28.350122,393.81848,132.43015,28.37781,394.27405,134.46843,28.34019,393.3368,129.6372,57.52895,393.5417,130.38579,57.552826,393.77615,131.32063,57.50283,392.45688,148.55005,-21.760508,391.41788,145.21628,109.4082,377.1705,130.5111,30.043139,376.33673,128.68793,67.88257,349.11038,167.43477,-102.84003,342.68085,147.81168,180.5116,274.60336,182.70416,-142.09181,266.72186,147.09082,230.4352,205.5299,194.57703,-175.81335,206.22606,145.11783,234.67256,182.95758,202.45752,-201.18408,187.50195,146.24612,245.0623,181.55887,195.70607,-193.94696,185.12904,148.1906,225.84256,189.2231,192.378,-172.45418,192.60083,148.87605,225.78424,230.25423,99.22976,-90.85328,230.43874,85.829185,90.74883,130.55435,43.12742,-144.07803,135.9342,34.723904,71.90969,108.92352,156.67465,-41.852406,112.38881,141.4024,179.83533,123.19853,177.92744,-32.06158,129.63855,162.20332,189.10062,61.641582,163.68747,-42.102894,70.48653,150.7194,173.09879
glute_bridge_up,390.25247,256.35693,-7.9448833,399.36014,262.1148,-15.408882,399.59686,265.4744,-15.376028,400.04898,269.6057,-15.424822,399.0361,256.09613,5.9428515,399.10593,254.65073,5.973278,399.02368,253.37184,5.96423,397.0664,281.6428,-21.952888,396.78528,259.3666,75.67955,379.58078,263.61765,-7.543699,379.28387,255.7223,20.460419,344.7021,284.666,-84.824196,341.04263,268.4013,154.87016,261.55542,290.02008,-102.265915,260.54282,269.20648,188.11197,185.71873,288.95175,-95.508896,196.75705,267.715,186.96466,162.71634,292.5038,-113.24015,177.71211,267.98087,194.3542,160.81548,287.8459,-104.31841,175.66106,268.53262,178.78828,169.2376,284.89822,-90.736534,180.67279,269.58118,179.4625,223.74403,214.45383,-84.64866,225.54366,207.25862,84.522934,119.50158,147.97131,-140.21063,126.77911,149.31825,64.170555,110.564865,264.54047,-43.615868,116.08523,257.11023,167.59225,118.553085,279.68994,-34.639317,127.50203,271.91183,175.61679,57.320786,284.3831,-36.74226,72.712,272.517,166.4339
glute_bridge_up,111.93119,285.49625,38.76249,88.71864,297.6885,62.491653,89.49135,299.7784,62.294525,90.10414,302.32037,62.202576,88.04806,301.70825,10.42277,88.04745,306.57693,10.452081,87.87758,312.5132,10.307493,101.424255,335.92633,178.84727,98.551445,350.55353,-58.607708,139.15665,294.4527,87.12581,139.84302,300.20163,19.15722,248.65662,335.0693,289.36404,224.422,399.1654,-201.73317,469.25116,361.7336,355.31937,462.08533,455.3361,-235.53735,647.76556,378.13718,361.58612,682.20514,463.4598,-228.72504,698.009,371.76062,359.70782,744.16376,476.12616,-257.9655,705.6424,378.1115,321.3013,750.7284,461.18542,-262.2672,692.28094,381.4494,341.8034,730.29004,450.8485,-226.45862,576.7956,199.6528,160.68483,587.02155,242.04149,-160.30885,848.9551,88.096115,82.66044,882.2682,99.13923,-288.2633,886.89685,356.88983,315.64694,922.688,396.40912,-58.88154,865.979,404.0555,339.24323,912.3723,448.48273,-30.193,976.5545,367.85446,377.76944,1041.629,400.98724,7.669885
glute_bridge_down,368.97504,205.0242,454.42133,352.94186,212.58258,474.5804,353.50067,213.33305,474.44904,354.00922,214.12985,474.26978,347.40756,215.2834,442.0166,344.13324,217.96843,442.00586,340.8559,220.96674,441.7749,351.90536,229.17508,539.2433,336.8658,240.27522,394.72623,382.97147,210.52856,476.8272,376.52106,213.51874,434.3139,454.87604,248.56117,541.26654,350.0893,285.3646,195.833,602.7467,330.41187,561.2578,448.298,358.91055,-11.729792,741.73804,330.73065,505.2698,611.67615,398.62595,-207.84409,788.1241,352.62402,487.82855,654.5596,430.65918,-231.703,791.5747,347.40778,469.82544,667.1185,416.6414,-226.64859,772.1272,345.6425,492.46005,655.056,401.43842,-204.85382,708.4951,296.0411,118.46996,661.7224,325.9076,-119.00224,924.21094,107.56557,-13.202137,895.6696,118.772964,-197.37032,1008.5094,361.89255,11.1943445,1007.2271,404.39627,-242.54211,988.7035,413.93268,10.300697,978.34937,452.57336,-239.60736,1145.2479,439.31467,-34.615856,1149.9266,480.57416,-270.20612
glute_bridge_down,969.59753,302.23135,-6.6936874,987.79175,315.5005,-22.401836,988.4475,320.39478,-22.529026,988.9409,325.97433,-22.657091,986.45886,308.02902,16.280664,986.336,307.31216,16.3483,986.3076,306.64597,16.199987,976.9571,352.1238,-29.390478,976.39374,328.33765,143.47913,950.2429,313.7066,-6.8086343,949.10474,303.6613,43.408947,896.9243,411.07382,-166.89287,844.3857,302.59198,288.2161,754.86456,469.15637,-292.44403,682.7272,341.55197,374.41754,613.6859,476.57126,-384.5235,583.922,327.6768,321.77493,564.5553,509.5261,-430.13287,530.7687,340.82822,321.5022,561.5034,487.82697,-420.96234,535.0526,338.9355,276.4159,573.96826,471.32208,-379.0478,551.8425,335.7232,300.2519,585.1834,391.55508,-151.2775,577.40063,314.6778,151.06203,401.6417,208.91423,-257.1424,421.0672,152.12814,38.305267,327.8851,423.55695,-97.73764,328.2522,343.00827,227.06189,346.02722,466.36722,-76.95766,341.29297,385.31393,245.15247,204.35478,466.42685,-97.19979,242.38159,383.0169,227.79533
glute_bridge_up,492.92487,208.94908,68.13436,501.9162,215.07047,47.61985,502.11578,217.11584,47.65355,502.51294,219.27827,47.63643,501.73553,213.49162,78.01102,501.67264,214.34279,78.031525,501.69855,215.37921,77.97268,499.26947,234.25586,-5.826487,498.80475,230.45576,130.58864,482.6775,214.3291,52.51659,482.11783,212.28227,91.94469,453.52753,252.14748,-89.701225,437.0185,235.36678,203.6804,378.4537,267.41895,-171.5028,355.28595,238.24863,265.9999,305.7351,280.4592,-250.35042,295.19696,234.34055,285.57718,282.78366,287.0191,-280.96222,274.04584,231.81665,296.01547,278.59122,282.527,-269.03876,272.49487,236.4345,275.4898,287.73203,278.6884,-245.75136,279.8782,236.44041,276.66873,304.6926,181.25377,-94.1718,300.3855,172.1268,94.02509,188.10114,106.22569,-130.44131,188.59476,109.75141,59.84906,164.88579,235.26424,-64.49504,164.94098,230.22795,159.33218,169.79735,257.258,-58.802567,170.84871,250.34937,167.30965,102.4209,250.01253,-83.382416,110.996025,242.27725,140.25633
glute_bridge_up,418.3823,447.5787,62.275085,400.4748,455.4287,90.478195,400.19812,456.5472,90.39563,399.99066,457.69748,90.253845,399.52774,459.63397,35.75953,398.728,463.7627,35.72497,398.1037,468.7521,35.578552,406.70474,482.32812,227.77765,404.01016,498.51038,-20.4125,439.30728,454.802,116.78252,439.37897,460.15457,45.24131,519.7326,479.24973,349.63892,496.55945,548.36523,-163.38899,664.2058,446.6218,441.8683,647.5729,626.9436,-286.31802,791.3152,425.74887,407.84622,803.13513,658.2083,-398.5321,835.4717,418.0376,417.91467,850.29266,670.2109,-438.13928,839.6466,425.45023,372.95407,851.0038,644.33716,-443.1364,824.1279,431.85608,386.41574,832.3196,636.14966,-399.09418,762.19836,382.2492,166.08133,766.32117,421.5315,-166.0895,979.8314,272.4513,22.967398,1022.1438,328.74634,-295.30865,1035.5801,439.5217,314.3017,1024.6184,519.6995,-39.735252,1023.2561,473.58154,344.815,1003.38184,557.1607,-10.006133,1137.1382,433.50763,351.86993,1137.9509,570.19965,-10.311485
glute_bridge_down,57.740765,91.22311,17.5528,54.204594,93.40272,20.989487,54.23315,93.74407,20.974197,54.260246,94.114944,20.960672,54.071144,93.92091,9.91584,54.009907,94.62122,9.903708,53.93722,95.44404,9.872661,55.93882,99.48814,43.155415,55.30591,100.90125,-7.208216,61.944786,92.45693,26.801212,61.453323,93.06967,12.208475,80.79415,101.337814,73.04809,69.972305,111.28003,-37.332764,101.64532,110.591,115.01815,75.280464,135.67935,-82.66362,117.2533,108.94537,123.9982,104.32425,124.186356,-104.416954,124.55496,104.79557,125.796326,112.36444,123.432236,-113.78928,123.56807,104.66578,115.79596,112.92104,120.91017,-107.4535,121.395874,105.2798,119.68178,110.13108,121.008156,-101.67768,139.31956,103.43333,39.21815,135.51492,112.48578,-39.226456,176.43256,68.15452,20.330324,175.716,74.751114,-53.78206,204.74982,107.06108,61.477135,208.65211,115.61995,-18.672775,198.6998,114.25349,64.62283,206.22725,125.13687,-14.520088,221.6407,107.10753,52.810318,232.0579,124.44989,-24.845152
glute_bridge_down,887.9877,318.7734,-36.805008,905.72375,331.18872,-78.90274,905.12775,333.66846,-78.77699,904.739,336.4192,-78.7514,906.1393,330.68478,-19.294695,905.7622,332.6702,-19.253654,905.6429,334.8799,-19.383982,890.87225,364.3129,-159.11055,891.0479,359.15576,110.47139,864.15076,325.1845,-65.41097,864.1864,323.3805,13.020631,791.57996,403.53677,-312.69388,773.9165,354.68884,271.4534,800.8932,470.71277,-808.4085,683.5118,342.7358,670.62195,858.75714,522.74634,-1226.2574,680.8484,297.9862,1106.2369,867.72833,552.23755,-1290.2747,671.715,289.09952,1200.4628,861.38837,539.1051,-1282.9615,673.577,291.3674,1172.2329,856.883,525.415,-1232.6038,677.915,278.46616,1106.2205,472.94617,378.1992,-173.07436,480.2568,331.79248,172.83543,370.40927,169.61151,-235.49341,389.27957,145.9486,164.43219,272.85007,377.19727,-110.43603,289.8379,333.99976,286.1864,288.45264,421.25858,-90.88691,301.35788,377.62854,295.26132,156.3445,413.94772,-90.67899,183.18188,363.80746,285.15018
glute_bridge_up,219.84607,279.18445,115.04311,205.07938,288.68213,138.13509,205.05124,288.95697,138.02928,205.14519,289.51303,137.90923,204.67029,295.12195,101.62103,204.51363,300.08868,101.59484,204.73843,305.91678,101.46656,213.2647,308.4025,254.27588,215.3315,331.48904,87.81177,237.91608,281.9278,161.54254,238.66898,289.12286,113.01494,320.93063,290.78058,348.02704,277.00714,371.66653,-26.944723,454.1254,291.3698,401.5423,404.75732,430.2131,-162.27174,557.0547,268.00955,330.9588,533.50854,459.36444,-323.74997,590.8261,262.80737,330.17688,576.5202,480.78467,-360.09647,592.5799,267.21466,290.7569,580.3466,464.11618,-359.16565,579.7291,273.93057,311.3405,568.0405,454.95422,-323.33652,549.6868,245.91014,123.41518,548.88226,303.0157,-123.29177,747.13025,126.59542,-27.775995,761.07965,200.21129,-240.89789,802.2131,320.5226,234.36139,802.63184,394.00586,-55.57961,785.88513,349.64618,260.779,787.0767,426.52017,-31.570778,882.9593,344.86642,267.2418,907.59216,433.311,-36.721226
glute_bridge_down,268.75146,268.94556,28.180595,248.93967,285.17462,46.976124,249.52655,286.1635,46.663002,250.102,287.3641,46.443367,248.75801,292.30518,3.376522,249.26709,298.13092,3.3596282,249.95346,304.63156,3.2137263,265.79352,312.93314,151.0224,265.99744,338.27298,-39.747276,296.3269,271.86606,71.82161,296.5112,281.2198,16.211315,416.90247,289.07642,267.62573,399.74088,386.9118,-186.10388,621.86255,299.33163,324.8405,621.5902,426.73477,-247.16214,799.1117,305.47092,319.94998,815.2665,428.33804,-286.3839,834.7523,296.6831,305.66464,881.54474,448.23093,-324.18262,836.8896,300.7086,272.14532,886.4576,431.22604,-332.01962,819.55743,306.3912,302.19748,868.3368,419.99725,-287.16702,771.4164,239.35805,140.78062,803.5253,313.33188,-140.19586,929.8496,43.40992,47.01745,1014.4461,68.7865,-196.3071,1002.06085,277.80194,258.6982,1080.4202,337.15268,-78.38431,976.09314,320.39316,276.8009,1060.7737,385.24518,-63.340134,1149.377,320.42447,287.37497,1232.8712,374.19263,-62.740562
glute_bridge_up,945.77606,250.66818,53.988514,966.1991,263.65277,21.791136,967.01874,267.86234,21.690735,967.61194,272.4605,21.522263,965.4007,258.6073,68.24571,965.8595,259.19623,68.278206,966.32837,259.6609,68.11587,962.5305,305.04395,-25.232227,962.33307,284.73993,180.87068,928.8225,261.01376,44.938637,928.1082,254.45302,105.02234,878.1715,375.61465,-134.79956,870.6489,285.80536,319.29654,745.4383,444.442,-264.26367,757.37866,318.0679,543.2529,614.0183,510.54248,-370.1397,659.802,288.33313,759.02686,571.88586,550.12854,-398.62012,638.7281,282.6267,800.1271,566.8056,537.4302,-409.04102,635.03265,287.1658,774.8125,583.3429,518.2523,-373.74792,645.935,290.26212,750.9152,564.5064,279.73825,-151.71693,576.99146,214.81833,151.50151,324.37982,145.25977,-242.05482,334.67636,106.19537,75.41498,268.93643,391.7173,-118.62633,297.2644,346.02585,251.065,290.99927,449.1004,-104.570724,325.44128,388.2486,264.60968,140.26553,450.65558,-136.04002,170.58627,398.82413,234.70181
glute_bridge_down,307.9962,261.18243,264.09485,291.65918,272.6521,292.15527,292.0913,272.89062,291.9802,292.50635,273.21106,291.80344,289.81268,278.7745,259.31253,289.00558,283.58536,259.26013,288.2541,288.9832,259.0368,300.06104,291.5864,411.4093,293.80936,316.48312,262.8139,328.31445,264.19717,308.11557,326.2185,270.8645,264.35855,430.66742,288.22507,487.19223,345.23697,368.6902,100.96523,575.2591,319.63187,560.5866,481.3173,437.25864,-53.22584,713.2653,340.6422,514.4372,640.2848,462.64954,-210.86357,758.8623,342.8933,511.4951,683.27673,494.20618,-239.08792,762.11584,347.9912,477.62344,695.4287,479.5453,-240.5534,743.6575,354.9613,497.25323,681.4282,463.5444,-210.08218,692.8085,320.60526,123.110435,667.26074,376.552,-123.32096,883.4606,138.77725,-25.205265,875.17004,171.97612,-206.72296,983.75073,361.04633,105.05678,978.744,425.57925,-150.2059,978.59766,415.68585,115.25382,962.54034,465.3563,-138.07927,1106.4336,402.47974,85.846054,1115.6532,481.31952,-162.53206
glute_bridge_up,415.945,180.46158,44.573895,426.39752,188.81615,25.493544,426.35846,190.89647,25.505194,426.3587,193.00914,25.473877,426.37958,187.03159,56.89249,426.29904,187.72995,56.942387,426.3809,188.60452,56.880325,421.66675,208.82938,-21.120087,422.03036,203.04391,116.81871,404.86993,184.95392,30.302368,404.98398,182.566,70.36003,358.58795,231.02832,-104.58013,352.61325,202.1467,196.74751,270.07068,252.91791,-144.69101,256.6206,213.79305,237.90776,187.73662,258.9627,-175.8713,177.77061,218.75987,214.67946,161.57526,269.19684,-204.80257,156.0803,217.65285,219.24991,157.0007,264.0738,-193.18523,155.76483,222.35262,193.27261,166.01608,257.67932,-169.87257,162.74385,222.09746,202.34572,193.30043,181.0793,-91.9055,198.07204,153.85925,91.806305,69.29106,88.500916,-156.69414,81.11162,78.31992,19.074142,25.939106,224.10474,-51.999958,38.612106,208.07742,141.90068,29.886332,247.63235,-44.179977,38.413525,234.29514,151.67764,-36.84005,242.95403,-73.34547,-23.755058,237.95389,124.5461
glute_bridge_down,962.72675,386.51782,278.46405,981.4957,392.9463,270.4948,983.06085,396.74445,270.44025,984.9501,401.36932,270.34644,978.7129,387.97302,309.23764,978.32153,387.87814,309.3369,978.1013,387.80948,309.18375,985.3628,428.7612,269.2921,977.0708,410.20065,443.00433,950.5085,398.1648,278.45813,947.84717,392.30414,328.59128,934.87036,485.14883,93.799255,873.8878,429.80377,544.89624,863.2977,574.4587,-136.37643,756.99713,475.46228,652.94543,770.5574,636.8242,-338.72177,662.37396,461.95447,659.03955,750.3674,674.1006,-385.51926,632.38196,458.97687,665.30493,737.1594,653.04956,-389.3932,632.2075,456.3798,627.5094,741.88635,637.3549,-341.2265,644.23883,460.3301,640.46106,689.6927,517.65247,-139.01959,649.9041,473.3519,138.4329,531.13794,374.37445,-253.73686,481.51758,327.13452,5.82738,444.6723,579.8801,-244.52751,419.1651,535.5244,36.699547,466.38675,631.7498,-239.8891,429.05878,564.49615,36.20269,348.16602,620.3561,-284.97476,321.14722,571.1517,-7.826276
glute_bridge_down,214.91139,74.0096,-47.65824,218.78865,77.01473,-56.90565,218.70735,77.74265,-56.917812,218.64748,78.48792,-56.957172,219.04555,76.55528,-43.335186,219.1285,76.99865,-43.318176,219.25435,77.506485,-43.32353,216.54944,85.33902,-78.654785,217.4296,83.76238,-17.385942,210.23834,76.537544,-54.368103,210.51276,75.9478,-36.629368,194.95871,100.11387,-105.32522,195.5334,92.67271,30.08851,164.31044,116.94372,-105.212395,163.6711,98.98978,63.98038,143.93272,98.159805,-68.651794,152.2745,87.62512,55.902195,137.5337,94.94406,-78.50815,143.69762,82.62535,57.830303,139.03452,91.581505,-74.78437,145.08055,81.32609,45.007603,141.61967,92.825584,-65.44491,146.67932,82.85498,50.08309,133.78813,103.7837,-44.97906,137.12106,95.91904,44.97917,93.26377,65.952515,-60.76447,108.01866,65.64104,67.17987,69.922066,104.851234,-3.195935,85.79673,98.25488,112.98564,72.891335,113.92676,2.889948,88.05912,106.22874,117.11071,51.261314,107.21525,1.5141402,67.86798,102.450165,120.05599
glute_bridge_down,62.669113,171.85562,2.5588539,56.557053,176.10796,8.722524,56.55995,176.76645,8.674724,56.570885,177.4715,8.643813,56.826485,176.74345,-10.658157,57.01502,177.81891,-10.664071,57.19108,178.99518,-10.720712,60.545635,185.52675,41.038116,60.603294,187.40488,-44.468285,70.02136,173.5808,16.60596,69.88532,174.55965,-8.124029,99.8318,184.93011,96.68504,96.821884,198.65593,-102.38498,147.0713,190.83589,125.34607,145.51634,210.78773,-139.16568,188.93954,190.07318,116.349,196.78824,212.88132,-151.70001,203.76717,187.69742,117.651146,211.61272,218.39113,-169.01244,205.1019,188.4716,103.4204,213.67499,213.47992,-165.3876,199.73772,189.36873,109.175705,208.50304,210.488,-149.72415,190.4725,177.79955,63.223454,193.24622,187.36168,-63.1955,237.48344,118.61954,51.494072,246.77032,123.75329,-84.364044,256.55957,183.2862,128.46967,272.04483,195.19363,-28.735382,252.6729,196.66953,135.24522,267.15207,206.25311,-22.16502,287.8051,194.37186,133.35335,307.5009,206.7403,-26.370388
glute_bridge_down,338.16275,187.81905,27.861717,343.31827,190.93645,18.244032,343.3827,191.82956,18.239891,343.5091,192.86134,18.23323,343.29385,190.34697,33.663803,343.3335,190.72707,33.671516,343.44614,191.18178,33.611855,342.1941,200.1984,-5.916064,342.20602,197.83093,61.87438,333.22092,190.35486,19.965508,333.0898,189.22975,39.757275,316.91467,213.1308,-56.618935,306.61295,196.58443,103.21892,278.0272,221.73273,-106.095604,266.02878,203.65857,127.19106,237.53017,223.47533,-126.44306,231.6204,203.41814,120.36654,224.92363,227.96008,-139.6612,221.9525,204.64859,125.61409,223.68695,225.93723,-129.82903,221.53185,204.71881,114.16571,227.18486,223.86333,-121.991714,224.27974,205.17891,115.05059,233.7736,207.54219,-51.15755,230.9676,195.8126,51.14737,200.89177,148.24265,-60.96645,200.42021,143.96,23.417154,180.85498,207.86977,-16.285675,181.74886,197.69925,86.078,185.61012,218.74443,-11.818482,185.15697,208.39139,91.03948,151.74684,220.33139,-17.64482,154.258,212.52483,87.19998
glute_bridge_up,124.97479,235.42583,12.764098,119.540924,238.96237,20.99582,119.55651,239.39207,20.959858,119.59538,239.90862,20.937462,119.54282,239.97052,2.9358099,119.56766,241.16516,2.9291964,119.624275,242.53474,2.883166,122.95588,247.58437,60.17837,122.415245,251.28801,-21.693298,131.11316,236.78876,28.794329,131.02391,238.2017,5.415576,160.19643,243.32442,103.422874,157.64952,266.8631,-68.42629,211.16585,245.67752,130.31686,211.99463,274.8836,-80.64398,253.32655,250.38419,113.66404,257.9078,279.77753,-66.27503,263.94342,252.74518,111.52369,273.39853,283.24182,-75.67511,265.49402,255.79135,101.0284,274.75784,280.3267,-77.38361,261.44507,255.061,107.35276,269.93594,278.24277,-65.72649,241.51349,213.44081,59.8022,245.92038,226.62866,-59.725555,303.0331,188.22307,32.42241,310.1804,187.74399,-109.861664,309.95825,240.3202,123.319214,315.54065,262.6398,-22.459951,304.5381,247.91135,132.43147,308.33655,272.73624,-12.096723,331.22354,247.58725,137.12047,347.7969,274.49078,-7.2535367
glute_bridge_up,89.34347,146.24019,20.26459,81.79398,148.98166,28.635696,81.77084,149.05316,28.6015,81.723854,149.15726,28.573927,81.24812,151.37941,11.791899,80.90912,153.33401,11.795873,80.466034,155.55183,11.770814,84.37673,159.78903,74.658905,83.022896,166.37576,-3.319543,98.51266,148.28633,39.435993,97.7664,151.3679,17.11778,134.30089,163.2305,120.64042,127.913826,182.85329,-48.978947,195.83873,166.97514,165.90585,192.36269,195.14836,-58.054512,245.36119,162.89993,185.54851,252.29623,204.65002,-62.855316,263.14346,165.53607,191.5974,272.63785,213.26935,-72.94863,264.02795,166.11719,176.55891,273.44864,207.80939,-72.50624,258.39996,166.07147,178.98425,266.49146,203.28526,-61.294075,225.16052,109.07396,57.901703,228.89691,120.9854,-57.78201,317.90146,73.53739,20.808968,323.13553,82.76444,-108.527336,319.0342,164.06276,95.37444,326.4456,175.64468,-39.329803,318.78775,171.94534,103.24921,318.40677,194.14731,-30.615685,353.73065,176.35532,110.377884,369.00406,190.46165,-24.016363
glute_bridge_down,1036.265,309.9985,154.89973,1056.405,320.20728,142.2435,1057.3496,324.8467,142.11923,1058.2026,329.98056,141.9883,1055.202,314.40262,181.15862,1055.3395,314.2763,181.2283,1055.5918,314.24017,181.00952,1050.1235,356.57776,129.29353,1048.5527,335.43695,303.0887,1019.1586,320.2123,151.0693,1018.32086,311.85602,201.568,983.48474,420.2155,-13.942692,918.3695,322.16837,397.57504,853.0764,490.93103,-139.58403,779.72626,372.83038,467.3545,714.35614,503.45895,-264.79407,668.5409,367.5322,404.5436,674.2385,532.10406,-312.5551,628.0608,378.9512,393.86707,670.7736,510.85507,-310.94983,632.5539,377.00644,350.04047,683.8581,494.59506,-263.55734,647.76025,380.1968,382.42935,693.421,424.01028,-131.34013,674.3646,352.6674,130.93376,508.8349,246.74698,-260.48447,503.38596,190.5348,0.23097482,417.27936,459.71658,-163.69034,412.40656,402.68768,120.59955,434.2431,513.9254,-148.8672,402.95605,437.12912,131.15718,295.62195,508.85352,-184.54567,304.8967,436.78424,94.22763
glute_bridge_up,85.99683,85.496605,42.33806,79.16419,90.747475,52.00314,79.19168,91.60442,51.97703,79.21254,92.67086,51.97009,79.22066,91.84633,27.040224,79.28349,93.47565,27.019007,79.360085,95.38367,26.947124,83.259,103.49041,103.26703,83.15976,106.562935,-10.055942,94.31508,87.880646,63.7718,94.55755,89.64707,31.245417,135.69704,103.388565,164.34879,117.036194,128.14766,-86.74226,202.70995,118.71746,192.97812,180.84186,139.83304,-168.48947,263.8392,129.17868,160.21622,243.87804,151.09694,-232.72685,286.24332,135.73727,159.12505,266.44174,156.23166,-256.98553,288.03333,136.83673,140.92238,270.55887,152.60872,-253.14575,280.19177,134.90527,150.46806,263.52814,143.6093,-230.7799,243.41864,74.94439,82.7843,241.98679,82.95867,-82.81114,340.69455,15.514985,55.748165,344.87448,21.44308,-136.40286,366.24643,119.533035,131.98088,371.7263,127.31216,-46.79951,360.388,136.5946,139.36708,363.31424,144.47263,-35.51261,399.87036,135.66202,135.04593,420.23798,148.16454,-33.72622
glute_bridge_down,404.10934,174.78851,80.58558,412.7948,179.44717,63.928265,413.2511,181.19727,63.923473,413.79297,183.39516,63.87154,412.47076,177.78665,92.6506,412.64835,178.06383,92.70454,412.89557,178.36185,92.60931,412.47238,197.97789,21.10405,412.17688,191.65999,147.3255,395.85443,179.7394,66.93405,395.60364,177.3496,103.66001,368.08484,223.26387,-74.4121,354.96783,196.10564,223.24347,295.67978,241.11578,-134.21284,283.81717,209.2905,270.6146,226.75626,252.82053,-159.36897,227.23709,209.83246,270.0128,204.68832,263.74435,-184.95384,210.27106,208.2629,281.61398,200.77364,257.33884,-173.68153,207.64064,208.76094,262.53665,207.2053,251.10262,-153.93015,213.09784,211.1141,260.8815,227.70917,215.74594,-85.62302,224.4836,190.75542,85.44717,141.82637,107.336945,-136.1653,149.70738,94.128975,43.00867,99.451035,229.92316,-45.68022,110.14613,199.66122,145.30312,107.22146,249.63303,-36.462513,124.292175,211.96027,154.5077,43.52189,253.37721,-49.97005,63.71884,225.10892,141.73799
